date,cham,subs,treat,warming,method,id,genus,species,n
2010-04-07,6,NA,cham cont,NA,Pitfall,IN,Cicurina,Cicurina.pallida,1
2010-04-07,7,NA,heated,3,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-04-07,8,NA,heated,1.5,Pitfall,IN,Pirata,NA,1
2010-04-07,8,NA,heated,1.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-04-07,9,NA,heated,2.5,Pitfall,IN,Walckenaeria,Walckenaeria.minuta,1
2010-04-07,10,NA,heated,4.5,Pitfall,IN,Callobius,Callobius.borealis,3
2010-04-07,10,NA,heated,4.5,Pitfall,IN,Cicurina,Cicurina.robusta,2
2010-04-07,10,NA,heated,4.5,Pitfall,IN,Cicurina,NA,1
2010-04-07,10,NA,heated,4.5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-04-07,10,NA,heated,4.5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-04-07,10,NA,heated,4.5,Pitfall,IN,Wadotes,NA,1
2010-04-07,11,NA,cham cont,NA,Pitfall,IN,Neoantistea,NA,1
2010-04-07,11,NA,cham cont,NA,Pitfall,IN,Gnathonaroides,Gnathonaroides.pedalis,1
2010-04-07,11,NA,cham cont,NA,Pitfall,IN,Cicurina,Cicurina.robusta,2
2010-04-07,11,NA,cham cont,NA,Pitfall,IN,Coras,NA,1
2010-04-07,11,NA,cham cont,NA,Pitfall,IN,Cicurina,Cicurina.pallida,1
2010-04-07,12,NA,heated,3.5,Pitfall,IN,Callobius,NA,1
2010-04-07,12,NA,heated,3.5,Pitfall,IN,Cicurina,Cicurina.pallida,1
2010-04-07,12,NA,heated,3.5,Pitfall,IN,Cicurina,NA,1
2010-04-07,12,NA,heated,3.5,Pitfall,IN,Neoantistea,NA,1
2010-04-07,12,NA,heated,3.5,Pitfall,IN,Pityohyphantes,Pityohyphantes.phrygianus,1
2010-04-07,12,NA,heated,3.5,Pitfall,IN,Wadotes,NA,1
2010-04-07,12,NA,heated,3.5,Pitfall,IN,Cicurina,NA,1
2010-04-07,13,NA,chamberless,NA,Pitfall,IN,Centromerus,Centromerus.cornupalpis,1
2010-04-07,13,NA,chamberless,NA,Pitfall,IN,Neoantistea,NA,1
2010-04-07,13,NA,chamberless,NA,Pitfall,IN,Cicurina,Cicurina.pallida,1
2010-04-07,13,NA,chamberless,NA,Pitfall,IN,Cicurina,Cicurina.pallida,1
2010-04-07,14,NA,chamberless,NA,Pitfall,IN,Phrurotimpus,NA,1
2010-04-07,15,NA,chamberless,NA,Pitfall,IN,Cicurina,Cicurina.robusta,1
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,2
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Cicurina,Cicurina.robusta,1
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Phrurotimpus,Phrurotimpus.borealis,1
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Walckenaeria,Walckenaeria.communis,1
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,2
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,1,NA,heated,5.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,2,NA,heated,4,Pitfall,IN,Agrocea,Agrocea.ornata,2
2010-05-14,2,NA,heated,4,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,2,NA,heated,4,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,2,NA,heated,4,Pitfall,IN,Agrocea,Agrocea.ornata,4
2010-05-14,2,NA,heated,4,Pitfall,IN,Meioneta,Meioneta.sheffordiana,2
2010-05-14,3,NA,heated,2,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,3,NA,heated,2,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,3,NA,heated,2,Pitfall,IN,Centromerus,Centromerus.cornupalpis,1
2010-05-14,3,NA,heated,2,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,3,NA,heated,2,Pitfall,IN,Meioneta,Meioneta.sheffordiana,3
2010-05-14,3,NA,heated,2,Pitfall,IN,Agrocea,Agrocea.ornata,3
2010-05-14,3,NA,heated,2,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,3,NA,heated,2,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,3,NA,heated,2,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,3,NA,heated,2,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-05-14,3,NA,heated,2,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,4,NA,cham cont,NA,Pitfall,IN,Phrurotimpus,Phrurotimpus.borealis,1
2010-05-14,4,NA,cham cont,NA,Pitfall,IN,Neoantistea,NA,1
2010-05-14,4,NA,cham cont,NA,Pitfall,IN,Xysticus,NA,1
2010-05-14,4,NA,cham cont,NA,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,4,NA,cham cont,NA,Pitfall,IN,Amaurobius,Amaurobius.borealis,2
2010-05-14,4,NA,cham cont,NA,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,4,NA,cham cont,NA,Pitfall,IN,Amaurobius,Amaurobius.borealis,2
2010-05-14,4,NA,cham cont,NA,Pitfall,IN,Cicurina,Cicurina.robusta,1
2010-05-14,4,NA,cham cont,NA,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,5,NA,heated,5,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,5,NA,heated,5,Pitfall,IN,Amaurobius,Amaurobius.borealis,2
2010-05-14,5,NA,heated,5,Pitfall,IN,Meioneta,Meioneta.sheffordiana,2
2010-05-14,5,NA,heated,5,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,5,NA,heated,5,Pitfall,IN,Phrurotimpus,Phrurotimpus.borealis,1
2010-05-14,5,NA,heated,5,Pitfall,IN,Amaurobius,Amaurobius.borealis,2
2010-05-14,5,NA,heated,5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-05-14,6,NA,cham cont,NA,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,6,NA,cham cont,NA,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-05-14,6,NA,cham cont,NA,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,7,NA,heated,3,Pitfall,IN,Meioneta,Meioneta.sheffordiana,2
2010-05-14,7,NA,heated,3,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,8,NA,heated,1.5,Pitfall,IN,Lathys,Lathys.foxi,1
2010-05-14,8,NA,heated,1.5,Pitfall,IN,Tenuiphantes,Tenuiphantes.zebra,1
2010-05-14,8,NA,heated,1.5,Pitfall,IN,Phrurotimpus,Phrurotimpus.alarius,1
2010-05-14,9,NA,heated,2.5,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,9,NA,heated,2.5,Pitfall,IN,Neoantistea,NA,1
2010-05-14,9,NA,heated,2.5,Pitfall,IN,Cicurina,Cicurina.robusta,1
2010-05-14,9,NA,heated,2.5,Pitfall,IN,Xysticus,Xysticus.luctans,1
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,3
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Agrocea,NA,1
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Neoantistea,NA,1
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Ceratinopsis,Ceratinopsis.latus,1
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Erigone,NA,1
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Neoantistea,NA,1
2010-05-14,10,NA,heated,4.5,Pitfall,IN,Xysticus,Xysticus.luctans,1
2010-05-14,11,NA,cham cont,NA,Pitfall,IN,Walckenaeria,Walckenaeria.communis,1
2010-05-14,11,NA,cham cont,NA,Pitfall,IN,Amaurobius,Amaurobius.borealis,2
2010-05-14,11,NA,cham cont,NA,Pitfall,IN,Agrocea,Agrocea.ornata,2
2010-05-14,11,NA,cham cont,NA,Pitfall,IN,Callobius,Callobius.bennetti,1
2010-05-14,11,NA,cham cont,NA,Pitfall,IN,Amaurobius,Amaurobius.borealis,0
2010-05-14,11,NA,cham cont,NA,Pitfall,IN,Centromerus,Centromerus.cornupalpis,1
2010-05-14,11,NA,cham cont,NA,Pitfall,IN,Zelotes,Zelotes.duplex,1
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Neoantistea,NA,1
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Neoantistea,NA,3
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,3
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Phrurotimpus,Phrurotimpus.borealis,1
2010-05-14,12,NA,heated,3.5,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,13,NA,chamberless,NA,Pitfall,IN,Amaurobius,Amaurobius.borealis,3
2010-05-14,13,NA,chamberless,NA,Pitfall,IN,Neoantistea,NA,1
2010-05-14,14,NA,chamberless,NA,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,14,NA,chamberless,NA,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,14,NA,chamberless,NA,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,14,NA,chamberless,NA,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-05-14,14,NA,chamberless,NA,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-05-14,14,NA,chamberless,NA,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,15,NA,chamberless,NA,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-05-14,15,NA,chamberless,NA,Pitfall,IN,Neoantistea,NA,1
2010-05-14,15,NA,chamberless,NA,Pitfall,IN,Meioneta,Meioneta.sheffordiana,1
2010-05-14,15,NA,chamberless,NA,Pitfall,IN,Amaurobius,Amaurobius.borealis,2
2010-06-03,2,NA,heated,4,Pitfall,IN,Cicurina,Cicurina.pallida,2
2010-06-03,2,NA,heated,4,Pitfall,IN,Cicurina,Cicurina.robusta,1
2010-06-03,4,NA,cham cont,NA,Pitfall,IN,Tenuiphantes,Tenuiphantes.zebra,1
2010-06-03,4,NA,cham cont,NA,Pitfall,IN,Cicurina,Cicurina.placida,1
2010-06-03,9,NA,heated,2.5,Pitfall,IN,Cicurina,NA,1
2010-06-03,9,NA,heated,2.5,Pitfall,IN,Cicurina,Cicurina.pallida,1
2010-06-03,12,NA,heated,3.5,Pitfall,IN,Cicurina,Cicurina.pallida,1
2010-06-07,1,A,heated,5.5,Pitfall,IN,Neoantistea,NA,1
2010-06-07,1,B,heated,5.5,Pitfall,IN,Xysticus,Xysticus.luctans,1
2010-06-07,1,D,heated,5.5,Pitfall,IN,Pirata,Pirata.zelotes,2
2010-06-07,1,D,heated,5.5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-06-07,2,B,heated,4,Pitfall,IN,Neoantistea,NA,2
2010-06-07,2,B,heated,4,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-06-07,3,B,heated,2,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-06-07,3,B,heated,2,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-06-07,4,A,cham cont,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-06-07,4,B,cham cont,NA,Pitfall,IN,Neoantistea,NA,1
2010-06-07,5,A,heated,5,Pitfall,IN,Wadotes,NA,1
2010-06-07,5,C,heated,5,Pitfall,IN,Phrurotimpus,Phrurotimpus.alarius,1
2010-06-07,6,A,cham cont,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-06-07,6,C,cham cont,NA,Pitfall,IN,Phrurotimpus,Phrurotimpus.alarius,1
2010-06-07,7,D,heated,3,Pitfall,IN,Xysticus,Xysticus.luctans,1
2010-06-07,8,A,heated,1.5,Pitfall,IN,Phrurotimpus,Phrurotimpus.alarius,1
2010-06-07,8,C,heated,1.5,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-06-07,9,A,heated,2.5,Pitfall,IN,Neoantistea,NA,1
2010-06-07,9,C,heated,2.5,Pitfall,IN,Neoantistea,NA,1
2010-06-07,9,D,heated,2.5,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-06-07,9,D,heated,2.5,Pitfall,IN,Xysticus,Xysticus.luctans,2
2010-06-07,9,D,heated,2.5,Pitfall,IN,Neoantistea,NA,1
2010-06-07,10,B,heated,4.5,Pitfall,IN,Phrurotimpus,Phrurotimpus.alarius,1
2010-06-07,11,A,cham cont,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,5
2010-06-07,11,C,cham cont,NA,Pitfall,IN,Tenuiphantes,Tenuiphantes.sabulosus,2
2010-06-07,11,D,cham cont,NA,Pitfall,IN,Amaurobius,Amaurobius.borealis,1
2010-06-07,12,A,heated,3.5,Pitfall,IN,Neoantistea,NA,1
2010-06-07,12,B,heated,3.5,Pitfall,IN,Cicurina,Cicurina.brevis,1
2010-06-07,13,A,chamberless,NA,Pitfall,IN,Neoantistea,NA,1
2010-06-07,13,B,chamberless,NA,Pitfall,IN,Neoantistea,NA,1
2010-06-07,14,A,chamberless,NA,Pitfall,IN,Strotarchus,Strotarchus.piscatorius,1
2010-06-07,14,A,chamberless,NA,Pitfall,IN,Wadotes,NA,1
2010-06-07,14,B,chamberless,NA,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-06-07,14,C,chamberless,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-06-07,14,C,chamberless,NA,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-06-07,14,D,chamberless,NA,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-06-07,15,B,chamberless,NA,Pitfall,IN,Phrurotimpus,Phrurotimpus.alarius,2
2010-06-07,15,C,chamberless,NA,Pitfall,IN,Tenuiphantes,Tenuiphantes.sabulosus,1
2010-06-07,15,C,chamberless,NA,Pitfall,IN,Aphileta,Aphileta.misera,1
2010-06-07,15,D,chamberless,NA,Pitfall,IN,Tenuiphantes,Tenuiphantes.zebra,1
2010-06-07,15,D,chamberless,NA,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-07-07,3,B,heated,2,Pitfall,IN,Wadotes,NA,1
2010-07-07,4,B,cham cont,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-07-07,4,B,cham cont,NA,Pitfall,IN,Agrocea,Agrocea.ornata,1
2010-07-07,4,D,cham cont,NA,Pitfall,IN,Wadotes,NA,1
2010-07-07,5,B,heated,5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-07-07,7,C,heated,3,Pitfall,IN,Wadotes,NA,1
2010-07-07,7,C,heated,3,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-07-07,8,C,heated,1.5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-07-07,8,D,heated,1.5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-07-07,9,D,heated,2.5,Pitfall,IN,Wadotes,NA,1
2010-07-07,10,B,heated,4.5,Pitfall,IN,Xysticus,Xysticus.luctans,1
2010-07-07,10,C,heated,4.5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-07-07,11,D,cham cont,NA,Pitfall,IN,Coras,NA,2
2010-07-07,12,A,heated,3.5,Pitfall,IN,Cicurina,NA,1
2010-07-07,12,A,heated,3.5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-07-07,12,B,heated,3.5,Pitfall,IN,Neoantistea,Neoantistea.magna,2
2010-07-07,15,C,chamberless,NA,Pitfall,IN,Neon,NA,0
2010-08-02,3,A,heated,2,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-08-02,4,A,cham cont,NA,Pitfall,IN,Wadotes,Wadotes.hybridus,1
2010-08-02,4,C,cham cont,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-08-02,5,B,heated,5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-08-02,6,A,cham cont,NA,Pitfall,IN,Pirata,Pirata.zelotes,1
2010-08-02,6,A,cham cont,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-08-02,6,D,cham cont,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-08-02,7,C,heated,3,Pitfall,IN,Neoantistea,Neoantistea.magna,2
2010-08-02,8,C,heated,1.5,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-08-02,8,D,heated,1.5,Pitfall,IN,Castianera,Castianera.cingulata,1
2010-08-02,11,A,cham cont,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,1
2010-08-02,11,B,cham cont,NA,Pitfall,IN,Callobius,Callobius.bennetti,1
2010-08-02,13,A,chamberless,NA,Pitfall,IN,Wadotes,NA,1
2010-08-02,14,A,chamberless,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,2
2010-08-02,14,B,chamberless,NA,Pitfall,IN,Wadotes,Wadotes.hybridus,1
2010-08-02,14,B,chamberless,NA,Pitfall,IN,Neoantistea,Neoantistea.magna,1
